Code,Year,Youth mortality rate (UN IGME (2018))
MEX,1958,182.96455
MEX,1959,173.93333
MEX,1960,166.13092
MEX,1961,159.27061
MEX,1962,153.37
MEX,1963,148.32288
MEX,1964,143.94775
MEX,1965,140.05
MEX,1966,136.5328
MEX,1967,133.03456
MEX,1968,129.337
MEX,1969,125.25259
MEX,1970,120.8875
MEX,1971,116.33783
MEX,1972,111.69131
MEX,1973,107.23477
MEX,1974,103.1584
MEX,1975,99.555
MEX,1976,95.93969
MEX,1977,92.32066
MEX,1978,88.69072
MEX,1979,84.76007
MEX,1980,80.43559
MEX,1981,76.1996
MEX,1982,72.15847
MEX,1983,68.40625
MEX,1984,65.2424
MEX,1985,62.4694
MEX,1986,59.98878
MEX,1987,57.50768
MEX,1988,55.225
MEX,1989,52.74719
MEX,1990,50.173
MEX,1991,47.70082
MEX,1992,45.22327
MEX,1993,42.9436
MEX,1994,40.85864
MEX,1995,38.86939
MEX,1996,36.9794
MEX,1997,35.1887
MEX,1998,33.298
MEX,1999,31.60378
MEX,2000,30.01156
MEX,2001,28.41904
MEX,2002,26.92591
MEX,2003,25.72963
MEX,2004,24.5352
MEX,2005,23.5382
MEX,2006,22.64258
MEX,2007,21.8449
MEX,2008,21.24664
MEX,2009,20.64838
MEX,2010,20.05156
MEX,2011,19.55296
MEX,2012,19.05572
MEX,2013,18.55707
MEX,2014,17.95996
MEX,2015,17.36152
MEX,2016,16.56475
MEX,2017,15.8665
FSM,1990,64.17104
FSM,1991,63.68035
FSM,1992,63.5813
FSM,1993,63.5813
FSM,1994,63.87845
FSM,1995,64.07655
FSM,1996,64.3737
FSM,1997,64.47275
FSM,1998,64.08112
FSM,1999,63.29315
FSM,2000,62.11315
FSM,2001,60.83364
FSM,2002,59.35543
FSM,2003,57.8767
FSM,2004,56.29828
FSM,2005,54.7193
FSM,2006,53.04432
FSM,2007,51.46408
FSM,2008,49.78402
FSM,2009,48.30192
FSM,2010,46.9186
FSM,2011,45.43548
FSM,2012,44.05118
FSM,2013,42.6664
FSM,2014,41.28114
FSM,2015,39.9948
FSM,2016,38.80471
FSM,2017,37.71646
,1990,74.18524
,2000,48.44014
,2010,32.07304
,2015,28.49352
,2017,27.0076
MDA,1989,38.82139
MDA,1990,38.32404
MDA,1991,38.62245
MDA,1992,39.7137
MDA,1993,41.00973
MDA,1994,42.30604
MDA,1995,43.30416
MDA,1996,43.5065
MDA,1997,42.6176
MDA,1998,41.12798
MDA,1999,38.64565
MDA,2000,35.66455
MDA,2001,32.48315
MDA,2002,29.40016
MDA,2003,26.7126
MDA,2004,24.62404
MDA,2005,22.93336
MDA,2006,21.93829
MDA,2007,21.1424
MDA,2008,20.64544
MDA,2009,20.3478
MDA,2010,19.95184
MDA,2011,19.7524
MDA,2012,19.45464
MDA,2013,19.0571
MDA,2014,18.75925
MDA,2015,18.3616
MDA,2016,17.96389
MDA,2017,17.76435
MCO,1990,9.48674
MCO,1991,8.98816
MCO,1992,8.68864
MCO,1993,8.2898
MCO,1994,7.99025
MCO,1995,7.59132
MCO,1996,7.3916
MCO,1997,7.19188
MCO,1998,6.79285
MCO,1999,6.59311
MCO,2000,6.49324
MCO,2001,6.194
MCO,2002,5.99424
MCO,2003,5.89436
MCO,2004,5.79448
MCO,2005,5.59505
MCO,2006,5.49516
MCO,2007,5.39527
MCO,2008,5.29538
MCO,2009,5.19549
MCO,2010,5.0956
MCO,2011,4.8961
MCO,2012,4.7962
MCO,2013,4.6963
MCO,2014,4.5964
MCO,2015,4.4965
MCO,2016,4.29694
MCO,2017,4.19703
MNG,1988,126.4672
MNG,1989,120.6857
MNG,1990,115.29448
MNG,1991,110.28472
MNG,1992,105.6674
MNG,1993,101.2445
MNG,1994,96.80915
MNG,1995,92.37052
MNG,1996,87.82918
MNG,1997,83.17772
MNG,1998,78.22515
MNG,1999,73.17024
MNG,2000,68.20606
MNG,2001,63.1404
MNG,2002,58.36651
MNG,2003,53.79084
MNG,2004,49.51304
MNG,2005,45.62903
MNG,2006,41.9442
MNG,2007,38.75426
MNG,2008,35.76412
MNG,2009,33.07328
MNG,2010,30.58428
MNG,2011,28.5911
MNG,2012,26.7992
MNG,2013,25.4055
MNG,2014,24.2109
MNG,2015,23.2154
MNG,2016,22.419
MNG,2017,21.52432
MNE,1990,18.96016
MNE,1991,18.16343
MNE,1992,17.76435
MNE,1993,17.56481
MNE,1994,17.36656
MNE,1995,17.26678
MNE,1996,17.16829
MNE,1997,17.0685
MNE,1998,16.8702
MNE,1999,16.47226
MNE,2000,15.97321
MNE,2001,15.37552
MNE,2002,14.67678
MNE,2003,13.87926
MNE,2004,13.08062
MNE,2005,12.18304
MNE,2006,11.38432
MNE,2007,10.4865
MNE,2008,9.6877
MNE,2009,8.78964
MNE,2010,8.19048
MNE,2011,7.39207
MNE,2012,6.89272
MNE,2013,6.2935
MNE,2014,5.79448
MNE,2015,5.29508
MNE,2016,4.99544
MNE,2017,4.59615
MAR,1969,212.79663
MAR,1970,207.52
MAR,1971,202.608
MAR,1972,197.70319
MAR,1973,192.7588
MAR,1974,187.41511
MAR,1975,181.55862
MAR,1976,175.21734
MAR,1977,168.36164
MAR,1978,161.2012
MAR,1979,154.01797
MAR,1980,146.82536
MAR,1981,139.82023
MAR,1982,132.9045
MAR,1983,126.27552
MAR,1984,119.92451
MAR,1985,113.86249
MAR,1986,108.18875
MAR,1987,102.896
MAR,1988,97.99375
MAR,1989,93.3837
MAR,1990,89.16525
MAR,1991,85.141
MAR,1992,81.404
MAR,1993,77.67028
MAR,1994,74.1258
MAR,1995,70.58422
MAR,1996,67.23278
MAR,1997,64.17672
MAR,1998,61.1185
MAR,1999,58.35614
MAR,2000,55.69124
MAR,2001,53.21916
MAR,2002,50.74975
MAR,2003,48.66892
MAR,2004,46.4915
MAR,2005,44.50848
MAR,2006,42.62428
MAR,2007,40.9353
MAR,2008,39.1495
MAR,2009,37.5593
MAR,2010,35.872
MAR,2011,34.38066
MAR,2012,32.88904
MAR,2013,31.49677
MAR,2014,30.0069
MAR,2015,28.71364
MAR,2016,27.51981
MAR,2017,26.42544
MOZ,1990,290.3014
MOZ,1991,284.37848
MOZ,1992,278.13169
MOZ,1993,271.25772
MOZ,1994,263.56207
MOZ,1995,255.0388
MOZ,1996,245.47672
MOZ,1997,234.82328
MOZ,1998,223.72543
MOZ,1999,212.84012
MOZ,2000,202.17368
MOZ,2001,192.14284
MOZ,2002,182.9332
MOZ,2003,174.17626
MOZ,2004,166.058
MOZ,2005,158.20576
MOZ,2006,150.51382
MOZ,2007,142.22365
MOZ,2008,134.2803
MOZ,2009,126.7866
MOZ,2010,121.12769
MOZ,2011,114.7456
MOZ,2012,108.63118
MOZ,2013,102.90016
MOZ,2014,98.41888
MOZ,2015,93.25026
MOZ,2016,89.04808
MOZ,2017,86.12848
MMR,1990,131.79426
MMR,1991,128.7886
MMR,1992,125.78078
MMR,1993,122.68156
MMR,1994,119.66915
MMR,1995,116.75297
MMR,1996,113.83471
MMR,1997,111.01284
MMR,1998,108.09046
MMR,1999,105.3631
MMR,2000,102.63382
MMR,2001,99.90262
MMR,2002,97.261
MMR,2003,94.4275
MMR,2004,91.592
MMR,2005,88.7545
MMR,2006,85.71736
MMR,2007,82.67806
MMR,2008,101.44287
MMR,2009,76.59298
MMR,2010,73.5472
MMR,2011,70.59828
MMR,2012,67.9395
MMR,2013,65.18494
MMR,2014,62.72128
MMR,2015,60.4546
MMR,2016,58.2859
MMR,2017,56.11606
NAM,1981,114.6475
NAM,1982,112.11976
NAM,1983,109.29616
NAM,1984,106.07824
NAM,1985,102.66895
NAM,1986,99.25058
NAM,1987,95.92858
NAM,1988,92.89968
NAM,1989,90.25666
NAM,1990,87.81499
NAM,1991,85.9569
NAM,1992,84.68859
NAM,1993,83.91736
NAM,1994,83.8297
NAM,1995,84.33296
NAM,1996,85.32337
NAM,1997,86.51677
NAM,1998,87.6122
NAM,1999,88.80062
NAM,2000,89.5951
NAM,2001,89.89696
NAM,2002,89.70605
NAM,2003,89.1208
NAM,2004,87.8514
NAM,2005,83.81449
NAM,2006,78.98782
NAM,2007,73.76567
NAM,2008,69.7305
NAM,2009,68.55094
NAM,2010,65.98978
NAM,2011,64.80964
NAM,2012,64.4227
NAM,2013,62.6536
NAM,2014,60.9826
NAM,2015,58.91944
NAM,2016,56.6576
NAM,2017,55.38286
NRU,1990,69.19208
NRU,1991,66.53372
NRU,1992,63.87845
NRU,1993,61.51424
NRU,1994,59.24788
NRU,1995,57.07946
NRU,1996,55.10824
NRU,1997,53.136
NRU,1998,51.4568
NRU,1999,49.87624
NRU,2000,48.29851
NRU,2001,47.20984
NRU,2002,46.2235
NRU,2003,45.53159
NRU,2004,45.23366
NRU,2005,45.0382
NRU,2006,45.13752
NRU,2007,45.43548
NRU,2008,45.82952
NRU,2009,45.73344
NRU,2010,45.33616
NRU,2011,44.74339
NRU,2012,43.95184
NRU,2013,42.96448
NRU,2014,41.97383
NRU,2015,40.8865
NRU,2016,39.796
NRU,2017,38.6086
NPL,1965,357.69125
NPL,1966,348.84736
NPL,1967,339.76603
NPL,1968,331.17652
NPL,1969,322.79878
NPL,1970,314.91616
NPL,1971,307.23584
NPL,1972,299.93063
NPL,1973,292.76277
NPL,1974,285.73472
NPL,1975,279.01969
NPL,1976,272.1664
NPL,1977,265.06237
NPL,1978,257.74284
NPL,1979,250.36363
NPL,1980,242.7688
NPL,1981,235.21264
NPL,1982,227.72941
NPL,1983,220.3046
NPL,1984,212.56944
NPL,1985,204.79779
NPL,1986,196.90807
NPL,1987,188.80301
NPL,1988,180.66312
NPL,1989,172.393
NPL,1990,164.29688
NPL,1991,156.3649
NPL,1992,148.5122
NPL,1993,141.032
NPL,1994,133.73038
NPL,1995,126.70599
NPL,1996,120.0498
NPL,1997,113.67426
NPL,1998,107.48222
NPL,1999,101.56576
NPL,2000,95.6449
NPL,2001,90.2912
NPL,2002,85.12582
NPL,2003,80.24812
NPL,2004,75.846
NPL,2005,71.6358
NPL,2006,67.618
NPL,2007,64.08112
NPL,2008,60.63976
NPL,2009,57.49246
NPL,2010,54.43733
NPL,2011,51.77296
NPL,2012,49.00744
NPL,2013,46.53805
NPL,2014,44.16637
NPL,2015,42.47674
NPL,2016,40.3075
NPL,2017,38.82139
NLD,1950,37.02304
NLD,1951,35.82729
NLD,1952,34.43527
NLD,1953,33.04544
NLD,1954,31.46061
NLD,1955,30.074
NLD,1956,28.78432
NLD,1957,27.69328
NLD,1958,26.69965
NLD,1959,25.90496
NLD,1960,25.2097
NLD,1961,24.51432
NLD,1962,23.91684
NLD,1963,23.41894
NLD,1964,22.92104
NLD,1965,22.42314
NLD,1966,21.92524
NLD,1967,21.42734
NLD,1968,20.83112
NLD,1969,20.23358
NLD,1970,19.5376
NLD,1971,18.8415
NLD,1972,18.04672
NLD,1973,17.35032
NLD,1974,16.65478
NLD,1975,16.05776
NLD,1976,15.46156
NLD,1977,14.964
NLD,1978,14.46636
NLD,1979,13.86976
NLD,1980,13.47166
NLD,1981,12.97456
NLD,1982,12.67608
NLD,1983,12.37756
NLD,1984,12.079
NLD,1985,11.7804
NLD,1986,11.38195
NLD,1987,11.18233
NLD,1988,10.8829
NLD,1989,10.58347
NLD,1990,10.18488
NLD,1991,9.88542
NLD,1992,9.48614
NLD,1993,9.08742
NLD,1994,8.78793
NLD,1995,8.48896
NLD,1996,8.18995
NLD,1997,8.0901
NLD,1998,7.8904
NLD,1999,7.69118
NLD,2000,7.59132
NLD,2001,7.49146
NLD,2002,7.19233
NLD,2003,6.99259
NLD,2004,6.6934
NLD,2005,6.39417
NLD,2006,6.19439
NLD,2007,5.8951
NLD,2008,5.6953
NLD,2009,5.49586
NLD,2010,5.29604
NLD,2011,5.19613
NLD,2012,5.09622
NLD,2013,4.99631
NLD,2014,4.89672
NLD,2015,4.7968
NLD,2016,4.7968
NLD,2017,4.69688
NZL,1950,42.15505
NZL,1951,41.17032
NZL,1952,39.98643
NZL,1953,38.8987
NZL,1954,37.71382
NZL,1955,36.72472
NZL,1956,35.83729
NZL,1957,35.04649
NZL,1958,34.25545
NZL,1959,33.46176
NZL,1960,32.37166
NZL,1961,31.18164
NZL,1962,29.98906
NZL,1963,28.79626
NZL,1964,27.90004
NZL,1965,27.10529
NZL,1966,26.50775
NZL,1967,25.912
NZL,1968,25.5136
NZL,1969,25.1152
NZL,1970,24.7168
NZL,1971,24.2188
NZL,1972,23.62278
NZL,1973,23.22434
NZL,1974,22.62818
NZL,1975,21.93229
NZL,1976,21.23628
NZL,1977,20.54015
NZL,1978,19.94356
NZL,1979,19.34687
NZL,1980,18.75008
NZL,1981,18.25288
NZL,1982,17.85412
NZL,1983,17.4565
NZL,1984,17.0577
NZL,1985,16.65998
NZL,1986,16.26114
NZL,1987,15.66388
NZL,1988,15.06652
NZL,1989,14.36932
NZL,1990,13.77088
NZL,1991,13.0735
NZL,1992,12.376
NZL,1993,11.77815
NZL,1994,11.27998
NZL,1995,10.88086
NZL,1996,10.48236
NZL,1997,10.0838
NZL,1998,9.7844
NZL,1999,9.48556
NZL,2000,9.18668
NZL,2001,8.98704
NZL,2002,8.6881
NZL,2003,8.48896
NZL,2004,8.28928
NZL,2005,8.0901
NZL,2006,7.99025
NZL,2007,7.79104
NZL,2008,7.69168
NZL,2009,7.59181
NZL,2010,7.39256
NZL,2011,7.29268
NZL,2012,7.0934
NZL,2013,6.99351
NZL,2014,6.6943
NZL,2015,6.5944
NZL,2016,6.29514
NZL,2017,6.19523
NIC,1987,83.56328
NIC,1988,80.49576
NIC,1989,77.43381
NIC,1990,74.27149
NIC,1991,71.00874
NIC,1992,67.74475
NIC,1993,64.57376
NIC,1994,61.40688
NIC,1995,58.3381
NIC,1996,55.36748
NIC,1997,52.39574
NIC,1998,55.86408
NIC,1999,46.9458
NIC,2000,44.56393
NIC,2001,42.18465
NIC,2002,40.00335
NIC,2003,38.02015
NIC,2004,36.2326
NIC,2005,34.34764
NIC,2006,32.661
NIC,2007,31.07113
NIC,2008,29.68
NIC,2009,28.19098
NIC,2010,26.9983
NIC,2011,25.90496
NIC,2012,24.91099
NIC,2013,23.91841
NIC,2014,23.1232
NIC,2015,22.32785
NIC,2016,21.63198
NIC,2017,20.83636
NER,1981,366.43525
NER,1982,367.94528
NER,1983,371.2198
NER,1984,375.14506
NER,1985,378.88544
NER,1986,381.53838
NER,1987,382.36076
NER,1988,381.16528
NER,1989,378.04213
NER,1990,373.17355
NER,1991,366.62287
NER,1992,358.48004
NER,1993,348.67216
NER,1994,337.26367
NER,1995,325.01934
NER,1996,312.42097
NER,1997,300.93946
NER,1998,290.20072
NER,1999,280.20484
NER,2000,270.278
NER,2001,259.94994
NER,2002,248.68268
NER,2003,236.81674
NER,2004,224.90428
NER,2005,213.14932
NER,2006,201.83725
NER,2007,191.52039
NER,2008,181.93168
NER,2009,173.08447
NER,2010,164.70316
NER,2011,156.95724
NER,2012,149.68747
NER,2013,143.16124
NER,2014,136.81936
NER,2015,130.93845
NER,2016,125.24313
NER,2017,120.2045
NGA,1979,258.23974
NGA,1980,253.09363
NGA,1981,248.96484
NGA,1982,246.14464
NGA,1983,244.5112
NGA,1984,243.81469
NGA,1985,243.85016
NGA,1986,244.34836
NGA,1987,244.7356
NGA,1988,245.107
NGA,1989,245.096
NGA,1990,244.76377
NGA,1991,243.89032
NGA,1992,242.99936
NGA,1993,241.74103
NGA,1994,240.13152
NGA,1995,237.75159
NGA,1996,234.61617
NGA,1997,230.43396
NGA,1998,225.49032
NGA,1999,219.7975
NGA,2000,213.78782
NGA,2001,207.47632
NGA,2002,201.13818
NGA,2003,194.69172
NGA,2004,188.304
NGA,2005,181.82257
NGA,2006,175.51255
NGA,2007,169.10782
NGA,2008,162.88735
NGA,2009,156.85168
NGA,2010,151.09888
NGA,2011,145.61967
NGA,2012,140.23031
NGA,2013,135.41056
NGA,2014,130.87828
NGA,2015,126.2425
NGA,2016,122.08248
NGA,2017,117.92606
NIU,1990,17.15413
NIU,1991,18.14855
NIU,1992,18.94456
NIU,1993,19.84006
NIU,1994,20.83502
NIU,1995,21.928
NIU,1996,22.92251
NIU,1997,24.116
NIU,1998,25.3076
NIU,1999,26.50055
NIU,2000,27.79096
NIU,2001,29.27995
NIU,2002,30.472
NIU,2003,31.76116
NIU,2004,32.65425
NIU,2005,32.95266
NIU,2006,33.05213
NIU,2007,32.65648
NIU,2008,32.45752
NIU,2009,31.9623
NIU,2010,31.1685
NIU,2011,30.47407
NIU,2012,29.68
NIU,2013,28.78626
NIU,2014,27.9938
NIU,2015,27.19924
NIU,2016,26.40454
NIU,2017,25.6097
,1990,13.3736
,2000,10.08506
,2010,8.49064
,2015,7.99129
,2017,7.79155
PRK,1990,50.85793
PRK,1991,56.6829
PRK,1992,63.68035
PRK,1993,70.96352
PRK,1994,78.04288
PRK,1995,83.73487
PRK,1996,86.87135
PRK,1997,86.87768
PRK,1998,83.64214
PRK,1999,77.4608
PRK,2000,69.301
PRK,2001,60.3424
PRK,2002,52.05212
PRK,2003,45.43228
PRK,2004,40.98013
PRK,2005,38.7026
PRK,2006,38.00943
PRK,2007,37.91002
PRK,2008,37.41556
PRK,2009,36.42387
PRK,2010,34.83775
PRK,2011,32.65648
PRK,2012,30.47407
PRK,2013,28.39006
PRK,2014,26.70144
PRK,2015,25.1118
PRK,2016,23.92
PRK,2017,22.7278
NOR,1950,38.79664
NOR,1951,36.61769
NOR,1952,34.53704
NOR,1953,32.95042
NOR,1954,31.56434
NOR,1955,30.57358
NOR,1956,29.78156
NOR,1957,29.08684
NOR,1958,28.29245
NOR,1959,27.49792
NOR,1960,26.80282
NOR,1961,26.20718
NOR,1962,25.51185
NOR,1963,25.0139
NOR,1964,24.3184
NOR,1965,23.6212
NOR,1966,22.8259
NOR,1967,22.02902
NOR,1968,21.2335
NOR,1969,20.53747
NOR,1970,19.84006
NOR,1971,19.14384
NOR,1972,18.4475
NOR,1973,17.65138
NOR,1974,16.85512
NOR,1975,16.05872
NOR,1976,15.26218
NOR,1977,14.36665
NOR,1978,13.66948
NOR,1979,13.07192
NOR,1980,12.67374
NOR,1981,12.37525
NOR,1982,12.27624
NOR,1983,12.277
NOR,1984,12.27778
NOR,1985,12.27858
NOR,1986,12.27858
NOR,1987,12.0798
NOR,1988,11.68138
NOR,1989,11.18233
NOR,1990,10.48434
NOR,1991,9.68578
NOR,1992,8.88776
NOR,1993,8.18944
NOR,1994,7.69024
NOR,1995,7.19145
NOR,1996,6.8919
NOR,1997,6.59272
NOR,1998,6.49286
NOR,1999,6.393
NOR,2000,6.19363
NOR,2001,5.99389
NOR,2002,5.6946
NOR,2003,5.59472
NOR,2004,5.29538
NOR,2005,5.0956
NOR,2006,4.99571
NOR,2007,4.6963
NOR,2008,4.4965
NOR,2009,4.29694
NOR,2010,4.09712
NOR,2011,3.89752
NOR,2012,3.7976
NOR,2013,3.69768
NOR,2014,3.49804
NOR,2015,3.39811
NOR,2016,3.19844
NOR,2017,3.19844
OMN,1990,45.15696
OMN,1991,40.99765
OMN,1992,37.32934
OMN,1993,33.95692
OMN,1994,30.9803
OMN,1995,28.39794
OMN,1996,26.3104
OMN,1997,24.22378
OMN,1998,22.53315
OMN,1999,20.94159
OMN,2000,19.54885
OMN,2001,18.3538
OMN,2002,17.2594
OMN,2003,16.46274
OMN,2004,15.76568
OMN,2005,15.36672
OMN,2006,14.869
OMN,2007,14.56975
OMN,2008,14.27144
OMN,2009,14.07192
OMN,2010,13.97216
OMN,2011,13.77355
OMN,2012,13.67378
OMN,2013,13.57401
OMN,2014,13.47424
OMN,2015,13.47424
OMN,2016,13.57401
OMN,2017,13.57401
PAK,1964,269.2693
PAK,1965,258.30634
PAK,1966,248.1692
PAK,1967,239.0335
PAK,1968,230.82144
PAK,1969,223.35483
PAK,1970,216.6451
PAK,1971,210.78355
PAK,1972,205.42222
PAK,1973,200.6485
PAK,1974,196.30436
PAK,1975,192.6563
PAK,1976,189.26546
PAK,1977,186.3148
PAK,1978,183.4594
PAK,1979,180.78277
PAK,1980,178.08905
PAK,1981,175.4918
PAK,1982,172.79428
PAK,1983,169.91208
PAK,1984,167.02738
PAK,1985,164.0416
PAK,1986,161.03966
PAK,1987,158.21955
PAK,1988,155.48347
PAK,1989,153.10256
PAK,1990,150.7096
PAK,1991,148.50265
PAK,1992,146.2972
PAK,1993,143.90784
PAK,1994,141.25816
PAK,1995,138.4332
PAK,1996,135.2451
PAK,1997,132.05376
PAK,1998,128.7604
PAK,1999,125.46368
PAK,2000,122.45014
PAK,2001,119.345
PAK,2002,116.51425
PAK,2003,113.87956
PAK,2004,111.5215
PAK,2005,109.80109
PAK,2006,107.54164
PAK,2007,105.832
PAK,2008,104.12356
PAK,2009,102.50704
PAK,2010,100.89212
PAK,2011,99.18768
PAK,2012,97.19544
PAK,2013,95.01369
PAK,2014,92.64177
PAK,2015,90.1778
PAK,2016,87.62106
PAK,2017,85.26112
PLW,1990,42.75091
PLW,1991,41.56483
PLW,1992,40.37835
PLW,1993,39.38752
PLW,1994,38.29974
PLW,1995,37.1122
PLW,1996,36.12064
PLW,1997,34.93242
PLW,1998,33.9404
PLW,1999,32.85096
PLW,2000,31.85849
PLW,2001,30.86791
PLW,2002,29.875
PLW,2003,28.88384
PLW,2004,28.08955
PLW,2005,27.19558
PLW,2006,26.3032
PLW,2007,25.50841
PLW,2008,24.71348
PLW,2009,24.018
PLW,2010,23.2228
PLW,2011,22.52707
PLW,2012,21.7316
PLW,2013,21.03562
PLW,2014,20.43916
PLW,2015,19.74295
PLW,2016,19.14628
PLW,2017,18.54951
PSE,1990,50.8101
PSE,1991,48.53225
PSE,1992,46.55173
PSE,1993,44.766
PSE,1994,42.98308
PSE,1995,41.4948
PSE,1996,39.9097
PSE,1997,38.42351
PSE,1998,37.23256
PSE,1999,36.04139
PSE,2000,34.95202
PSE,2001,33.95936
PSE,2002,33.06605
PSE,2003,32.27212
PSE,2004,31.47805
PSE,2005,30.68384
PSE,2006,29.88949
PSE,2007,29.095
PSE,2008,28.49955
PSE,2009,27.8044
PSE,2010,27.30835
PSE,2011,26.81222
PSE,2012,26.41564
PSE,2013,26.019
PSE,2014,25.6223
PSE,2015,25.22554
PSE,2016,24.62938
PSE,2017,24.03312
PAN,1965,94.0068
PAN,1966,91.01408
PAN,1967,88.20847
PAN,1968,85.30105
PAN,1969,82.09452
PAN,1970,78.6816
PAN,1971,75.06742
PAN,1972,71.44904
PAN,1973,67.91635
PAN,1974,64.6813
PAN,1975,61.73974
PAN,1976,59.28235
PAN,1977,57.124
PAN,1978,55.35648
PAN,1979,53.58784
PAN,1980,51.81808
PAN,1981,50.143
PAN,1982,48.27195
PAN,1983,46.5919
PAN,1984,44.815
PAN,1985,43.23574
PAN,1986,41.75221
PAN,1987,40.27084
PAN,1988,38.98484
PAN,1989,37.79776
PAN,1990,36.70966
PAN,1991,35.82
PAN,1992,34.93006
PAN,1993,34.23872
PAN,1994,33.7438
PAN,1995,33.25107
PAN,1996,32.75822
PAN,1997,32.263
PAN,1998,31.86721
PAN,1999,31.17498
PAN,2000,30.57994
PAN,2001,29.9848
PAN,2002,29.09293
PAN,2003,28.39794
PAN,2004,27.70283
PAN,2005,27.0076
PAN,2006,26.31225
PAN,2007,25.7164
PAN,2008,24.92119
PAN,2009,24.22548
PAN,2010,23.52965
PAN,2011,22.8337
PAN,2012,22.13763
PAN,2013,21.54112
PAN,2014,20.84482
PAN,2015,20.1484
PAN,2016,19.55157
PAN,2017,18.85492
PNG,1990,100.64732
PNG,1991,99.0918
PNG,1992,97.627
PNG,1993,96.26032
PNG,1994,94.99182
PNG,1995,93.82156
PNG,1996,92.7496
PNG,1997,91.868
PNG,1998,91.16379
PNG,1999,90.1109
PNG,2000,89.22875
PNG,2001,88.45167
PNG,2002,87.66792
PNG,2003,86.88403
PNG,2004,86.10631
PNG,2005,85.12444
PNG,2006,83.7532
PNG,2007,82.28262
PNG,2008,80.42189
PNG,2009,78.36236
PNG,2010,76.2028
PNG,2011,74.33359
PNG,2012,72.271
PNG,2013,69.91024
PNG,2014,67.8454
PNG,2015,65.68039
PNG,2016,63.60872
PNG,2017,61.54076
PRY,1968,92.23035
PRY,1969,91.37536
PRY,1970,90.51997
PRY,1971,89.2759
PRY,1972,88.02464
PRY,1973,86.67381
PRY,1974,85.22326
PRY,1975,83.4751
PRY,1976,81.62672
PRY,1977,79.86992
PRY,1978,77.914
PRY,1979,75.85776
PRY,1980,73.79457
PRY,1981,71.5321
PRY,1982,69.1693
PRY,1983,66.80524
PRY,1984,64.53424
PRY,1985,62.3616
PRY,1986,60.18816
PRY,1987,58.20807
PRY,1988,56.1325
PRY,1989,54.15544
PRY,1990,52.27695
PRY,1991,50.4934
PRY,1992,48.81236
PRY,1993,47.22664
PRY,1994,45.74325
PRY,1995,44.35871
PRY,1996,43.26874
PRY,1997,42.0822
PRY,1998,41.0941
PRY,1999,40.20221
PRY,2000,39.21355
PRY,2001,38.32126
PRY,2002,37.43152
PRY,2003,36.442
PRY,2004,35.64859
PRY,2005,34.75806
PRY,2006,33.86476
PRY,2007,32.87416
PRY,2008,31.78366
PRY,2009,30.88971
PRY,2010,29.89821
PRY,2011,29.10348
PRY,2012,28.20898
PRY,2013,27.2167
PRY,2014,26.42146
PRY,2015,25.62608
PRY,2016,24.73088
PRY,2017,24.0349
PER,1966,222.12745
PER,1967,214.00234
PER,1968,206.5984
PER,1969,199.7169
PER,1970,193.0741
PER,1971,186.60238
PER,1972,180.181
PER,1973,174.00663
PER,1974,167.89984
PER,1975,162.25228
PER,1976,157.25125
PER,1977,152.8147
PER,1978,148.93461
PER,1979,145.24374
PER,1980,141.62302
PER,1981,137.80012
PER,1982,133.56734
PER,1983,128.63897
PER,1984,123.20065
PER,1985,117.44962
PER,1986,111.49393
PER,1987,105.62944
PER,1988,100.2439
PER,1989,95.248
PER,1990,90.44458
PER,1991,85.72836
PER,1992,80.816
PER,1993,75.8925
PER,1994,70.9645
PER,1995,66.02696
PER,1996,61.2842
PER,1997,56.63719
PER,1998,52.28467
PER,1999,48.3228
PER,2000,44.75619
PER,2001,41.4858
PER,2002,38.70802
PER,2003,36.03115
PER,2004,33.84789
PER,2005,31.76332
PER,2006,30.074
PER,2007,28.48576
PER,2008,26.9965
PER,2009,25.70584
PER,2010,24.51271
PER,2011,23.42046
PER,2012,22.32785
PER,2013,21.43274
PER,2014,20.43916
PER,2015,19.6433
PER,2016,18.74885
PER,2017,18.152
PHL,1967,108.65718
PHL,1968,106.64376
PHL,1969,105.01342
PHL,1970,103.57752
PHL,1971,102.6238
PHL,1972,101.67575
PHL,1973,101.02108
PHL,1974,100.654
PHL,1975,100.18888
PHL,1976,99.63189
PHL,1977,99.06847
PHL,1978,98.21038
PHL,1979,97.16176
PHL,1980,95.90974
PHL,1981,94.5649
PHL,1982,93.213
PHL,1983,91.66352
PHL,1984,89.72532
PHL,1985,87.47851
PHL,1986,84.74359
PHL,1987,81.50866
PHL,1988,77.87765
PHL,1989,74.2399
PHL,1990,70.60512
PHL,1991,67.1656
PHL,1992,64.0202
PHL,1993,61.2679
PHL,1994,58.81375
PHL,1995,56.5555
PHL,1996,54.59222
PHL,1997,52.8254
PHL,1998,51.3512
PHL,1999,49.87918
PHL,2000,48.60139
PHL,2001,47.32578
PHL,2002,46.14576
PHL,2003,44.9652
PHL,2004,43.7841
PHL,2005,42.80072
PHL,2006,41.8144
PHL,2007,40.9294
PHL,2008,40.1408
PHL,2009,39.45118
PHL,2010,38.66212
PHL,2011,37.97443
PHL,2012,37.28416
PHL,2013,36.693
PHL,2014,36.10168
PHL,2015,35.41085
PHL,2016,34.71982
PHL,2017,34.12578
POL,1958,87.967
POL,1959,78.065
POL,1960,70.04305
