Code,Year,Youth mortality rate (UN IGME (2018))
POL,1961,64.29112
POL,1962,60.32707
POL,1963,56.8585
POL,1964,53.28396
POL,1965,49.80349
POL,1966,46.72452
POL,1967,44.43395
POL,1968,42.74092
POL,1969,41.44625
POL,1970,40.15158
POL,1971,38.45855
POL,1972,36.2704
POL,1973,34.18144
POL,1974,32.59018
POL,1975,31.49677
POL,1976,30.6001
POL,1977,29.80306
POL,1978,29.00602
POL,1979,28.30861
POL,1980,27.6112
POL,1981,26.81612
POL,1982,26.12055
POL,1983,25.12773
POL,1984,24.23428
POL,1985,23.2391
POL,1986,22.34512
POL,1987,21.64708
POL,1988,21.04876
POL,1989,20.55016
POL,1990,19.95329
POL,1991,19.55437
POL,1992,19.0571
POL,1993,18.3616
POL,1994,17.56481
POL,1995,16.66688
POL,1996,15.47074
POL,1997,14.0748
POL,1998,12.87732
POL,1999,11.8802
POL,2000,11.18233
POL,2001,10.68328
POL,2002,10.18488
POL,2003,9.88542
POL,2004,9.48674
POL,2005,9.28708
POL,2006,8.88832
POL,2007,8.5888
POL,2008,8.18995
POL,2009,7.79055
POL,2010,7.3916
POL,2011,6.89272
POL,2012,6.69298
POL,2013,6.39376
POL,2014,6.194
POL,2015,5.99461
POL,2016,5.89472
POL,2017,5.6953
PRT,1954,140.56246
PRT,1955,137.05106
PRT,1956,133.94404
PRT,1957,131.12005
PRT,1958,128.69002
PRT,1959,125.96122
PRT,1960,122.71415
PRT,1961,118.277
PRT,1962,112.64905
PRT,1963,105.82958
PRT,1964,98.8174
PRT,1965,92.79284
PRT,1966,88.06168
PRT,1967,84.511
PRT,1968,81.845
PRT,1969,79.07872
PRT,1970,75.30608
PRT,1971,69.95057
PRT,1972,64.2961
PRT,1973,59.04232
PRT,1974,54.18386
PRT,1975,49.52595
PRT,1976,45.1636
PRT,1977,41.09708
PRT,1978,37.7218
PRT,1979,34.84259
PRT,1980,32.55924
PRT,1981,30.57358
PRT,1982,28.78626
PRT,1983,27.39466
PRT,1984,25.90496
PRT,1985,24.61228
PRT,1986,23.41894
PRT,1987,22.22538
PRT,1988,20.932
PRT,1989,19.73799
PRT,1990,18.44414
PRT,1991,17.34832
PRT,1992,16.15375
PRT,1993,14.95896
PRT,1994,13.8643
PRT,1995,12.96799
PRT,1996,12.17179
PRT,1997,11.5742
PRT,1998,10.97704
PRT,1999,10.27998
PRT,2000,9.682
PRT,2001,8.98459
PRT,2002,8.18719
PRT,2003,7.5888
PRT,2004,6.99031
PRT,2005,6.39201
PRT,2006,5.99296
PRT,2007,5.6937
PRT,2008,5.49426
PRT,2009,5.2948
PRT,2010,5.09532
PRT,2011,4.89582
PRT,2012,4.79593
PRT,2013,4.6963
PRT,2014,4.59667
PRT,2015,4.59667
PRT,2016,4.49704
PRT,2017,4.49704
QAT,1990,24.61888
QAT,1991,23.2259
QAT,1992,21.73448
QAT,1993,20.44186
QAT,1994,19.34687
QAT,1995,18.45104
QAT,1996,17.65474
QAT,1997,16.958
QAT,1998,16.4595
QAT,1999,15.8623
QAT,2000,15.36375
QAT,2001,14.7664
QAT,2002,14.36752
QAT,2003,13.86976
QAT,2004,13.47084
QAT,2005,12.97296
QAT,2006,12.57475
QAT,2007,12.2755
QAT,2008,11.8772
QAT,2009,11.57861
QAT,2010,11.27998
QAT,2011,11.08042
QAT,2012,10.78173
QAT,2013,10.483
QAT,2014,10.18423
QAT,2015,9.88542
QAT,2016,9.48674
QAT,2017,9.18784
ROU,1963,67.0096
ROU,1964,60.35248
ROU,1965,59.3542
ROU,1966,64.02365
ROU,1967,70.08976
ROU,1968,71.4808
ROU,1969,67.71066
ROU,1970,61.8528
ROU,1971,56.49073
ROU,1972,52.42388
ROU,1973,50.43958
ROU,1974,49.4492
ROU,1975,48.16032
ROU,1976,46.07208
ROU,1977,44.08328
ROU,1978,42.89
ROU,1979,42.29024
ROU,1980,41.49178
ROU,1981,40.00048
ROU,1982,38.40707
ROU,1983,37.11474
ROU,1984,36.51828
ROU,1985,37.21415
ROU,1986,38.90412
ROU,1987,40.39816
ROU,1988,40.00624
ROU,1989,38.3185
ROU,1990,36.23517
ROU,1991,34.74556
ROU,1992,33.75076
ROU,1993,33.2488
ROU,1994,32.946
ROU,1995,32.84011
ROU,1996,32.53774
ROU,1997,31.93942
ROU,1998,30.54994
ROU,1999,28.76602
ROU,2000,27.18174
ROU,2001,25.89661
ROU,2002,24.90936
ROU,2003,23.92
ROU,2004,22.83052
ROU,2005,21.2406
ROU,2006,19.24978
ROU,2007,17.25824
ROU,2008,15.7636
ROU,2009,14.5688
ROU,2010,13.97125
ROU,2011,13.67288
ROU,2012,13.37447
ROU,2013,12.77668
ROU,2014,12.079
ROU,2015,11.1816
ROU,2016,10.38385
ROU,2017,9.68518
RUS,1970,45.9936
RUS,1971,44.11452
RUS,1972,42.334
RUS,1973,40.6521
RUS,1974,39.16816
RUS,1975,37.78541
RUS,1976,36.59833
RUS,1977,35.7089
RUS,1978,34.81919
RUS,1979,34.22516
RUS,1980,33.4344
RUS,1981,32.74282
RUS,1982,32.05104
RUS,1983,31.45645
RUS,1984,30.76432
RUS,1985,29.87301
RUS,1986,29.079
RUS,1987,28.283
RUS,1988,27.487
RUS,1989,26.89
RUS,1990,26.78716
RUS,1991,26.78552
RUS,1992,26.88499
RUS,1993,27.08393
RUS,1994,27.28287
RUS,1995,26.9878
RUS,1996,26.49367
RUS,1997,25.99776
RUS,1998,25.40224
RUS,1999,24.70708
RUS,2000,23.91076
RUS,2001,22.91536
RUS,2002,21.72215
RUS,2003,20.33077
RUS,2004,19.03742
RUS,2005,17.7448
RUS,2006,16.45264
RUS,2007,15.458
RUS,2008,14.56192
RUS,2009,13.86576
RUS,2010,13.46776
RUS,2011,12.97071
RUS,2012,12.57256
RUS,2013,12.17435
RUS,2014,11.67634
RUS,2015,11.0785
RUS,2016,10.3808
RUS,2017,9.88252
RWA,1972,281.20948
RWA,1973,288.21649
RWA,1974,295.65808
RWA,1975,302.48932
RWA,1976,307.387
RWA,1977,307.6531
RWA,1978,301.7432
RWA,1979,290.12104
RWA,1980,274.6357
RWA,1981,257.39858
RWA,1982,241.3864
RWA,1983,228.2682
RWA,1984,218.41752
RWA,1985,211.08712
RWA,1986,205.91578
RWA,1987,202.62823
RWA,1988,201.24265
RWA,1989,202.32334
RWA,1990,206.88128
RWA,1991,214.65235
RWA,1992,224.80472
RWA,1993,243.51796
RWA,1994,411.1788
RWA,1995,367.30508
RWA,1996,248.94564
RWA,1997,268.98502
RWA,1998,283.06252
RWA,1999,246.96698
RWA,2000,233.95412
RWA,2001,216.47755
RWA,2002,197.47415
RWA,2003,178.25227
RWA,2004,159.46966
RWA,2005,142.41076
RWA,2006,127.42491
RWA,2007,114.45391
RWA,2008,102.86456
RWA,2009,92.47436
RWA,2010,83.29912
RWA,2011,74.18225
RWA,2012,66.98568
RWA,2013,61.1376
RWA,2014,56.54572
RWA,2015,52.9212
RWA,2016,49.8821
RWA,2017,47.42479
KNA,1990,36.442
KNA,1991,35.54908
KNA,1992,34.95456
KNA,1993,34.35744
KNA,1994,33.76276
KNA,1995,32.9689
KNA,1996,31.9758
KNA,1997,30.68605
KNA,1998,29.29627
KNA,1999,27.8044
KNA,2000,26.2145
KNA,2001,24.62404
KNA,2002,23.13268
KNA,2003,21.93829
KNA,2004,20.64544
KNA,2005,19.6499
KNA,2006,18.75389
KNA,2007,18.05716
KNA,2008,17.46004
KNA,2009,17.06112
KNA,2010,16.76308
KNA,2011,16.5636
KNA,2012,16.46386
KNA,2013,16.46386
KNA,2014,16.36525
KNA,2015,16.36525
KNA,2016,16.2655
KNA,2017,16.16575
LCA,1985,29.88949
LCA,1986,28.89584
LCA,1987,28.19878
LCA,1988,27.50172
LCA,1989,26.80652
LCA,1990,26.30857
LCA,1991,25.91021
LCA,1992,25.3144
LCA,1993,24.8164
LCA,1994,24.3184
LCA,1995,23.8204
LCA,1996,23.22434
LCA,1997,22.8259
LCA,1998,22.42746
LCA,1999,22.03046
LCA,2000,21.73303
LCA,2001,21.6334
LCA,2002,21.5352
LCA,2003,21.53665
LCA,2004,21.53812
LCA,2005,21.63778
LCA,2006,21.63928
LCA,2007,21.6408
LCA,2008,21.54265
LCA,2009,21.4445
LCA,2010,21.3448
LCA,2011,21.14693
LCA,2012,20.84932
LCA,2013,20.55167
LCA,2014,20.15424
LCA,2015,19.85502
LCA,2016,19.4575
LCA,2017,18.96016
VCT,1980,57.74464
VCT,1981,52.97644
VCT,1982,48.7002
VCT,1983,44.62224
VCT,1984,40.94176
VCT,1985,37.65888
VCT,1986,34.87331
VCT,1987,32.5852
VCT,1988,30.59548
VCT,1989,29.20094
VCT,1990,28.00766
VCT,1991,27.2107
VCT,1992,26.61298
VCT,1993,26.2145
VCT,1994,26.01712
VCT,1995,26.01712
VCT,1996,26.01712
VCT,1997,26.11675
VCT,1998,26.11675
VCT,1999,26.2145
VCT,2000,26.2145
VCT,2001,26.11488
VCT,2002,26.01526
VCT,2003,26.01526
VCT,2004,26.11303
VCT,2005,26.11303
VCT,2006,26.1112
VCT,2007,25.912
VCT,2008,25.6132
VCT,2009,25.31267
VCT,2010,24.81472
VCT,2011,24.11759
VCT,2012,23.422
VCT,2013,22.7248
VCT,2014,21.92941
VCT,2015,21.13388
VCT,2016,20.43784
VCT,2017,19.84006
WSM,1990,36.317
WSM,1991,35.1289
WSM,1992,34.13698
WSM,1993,32.9482
WSM,1994,31.85849
WSM,1995,30.86584
WSM,1996,29.7755
WSM,1997,28.88191
WSM,1998,27.98816
WSM,1999,26.9965
WSM,2000,26.2019
WSM,2001,25.50672
WSM,2002,24.81142
WSM,2003,24.21558
WSM,2004,23.81882
WSM,2005,23.42046
WSM,2006,23.1232
WSM,2007,22.924
WSM,2008,22.72629
WSM,2009,28.5911
WSM,2010,22.42746
WSM,2011,22.32785
WSM,2012,22.13008
WSM,2013,21.83122
WSM,2014,21.33451
WSM,2015,20.83772
WSM,2016,20.34085
WSM,2017,19.94225
SMR,1990,12.87732
SMR,1991,12.0798
SMR,1992,11.38195
SMR,1993,10.7838
SMR,1994,10.2847
SMR,1995,9.6864
SMR,1996,9.088
SMR,1997,8.68864
SMR,1998,8.18995
SMR,1999,7.69118
SMR,2000,7.29174
SMR,2001,6.89272
SMR,2002,6.49324
SMR,2003,6.09412
SMR,2004,5.89436
SMR,2005,5.49516
SMR,2006,5.19549
SMR,2007,4.8961
SMR,2008,4.6963
SMR,2009,4.4965
SMR,2010,4.19703
SMR,2011,3.99721
SMR,2012,3.79739
SMR,2013,3.49784
SMR,2014,3.39792
SMR,2015,3.298
SMR,2016,3.09816
SMR,2017,2.89846
STP,1985,119.0958
STP,1986,121.06193
STP,1987,122.84099
STP,1988,124.42495
STP,1989,125.707
STP,1990,126.60628
STP,1991,127.114
STP,1992,127.03388
STP,1993,126.36556
STP,1994,124.62718
STP,1995,122.1031
STP,1996,118.80094
STP,1997,114.71094
STP,1998,110.32324
STP,1999,105.44819
STP,2000,100.372
STP,2001,95.00238
STP,2002,89.72532
STP,2003,84.541
STP,2004,79.64672
STP,2005,74.8506
STP,2006,70.53758
STP,2007,66.32296
STP,2008,62.49466
STP,2009,58.95904
STP,2010,55.6177
STP,2011,52.471
STP,2012,49.61525
STP,2013,47.1535
STP,2014,44.98438
STP,2015,43.01218
STP,2016,41.33377
STP,2017,39.75376
SAU,1990,50.99364
SAU,1991,47.1376
SAU,1992,43.6726
SAU,1993,40.60288
SAU,1994,37.72722
SAU,1995,35.248
SAU,1996,32.96652
SAU,1997,30.88075
SAU,1998,28.99542
SAU,1999,27.2068
SAU,2000,25.7164
SAU,2001,24.32341
SAU,2002,23.0314
SAU,2003,21.8371
SAU,2004,20.644
SAU,2005,19.54885
SAU,2006,18.35505
SAU,2007,17.35912
SAU,2008,16.36301
SAU,2009,15.268
SAU,2010,14.3712
SAU,2011,13.47424
SAU,2012,12.6769
SAU,2013,11.87942
SAU,2014,11.0818
SAU,2015,10.28404
SAU,2016,9.68578
SAU,2017,9.08742
SEN,1967,350.01171
SEN,1968,347.12335
SEN,1969,343.20988
SEN,1970,338.35751
SEN,1971,332.28121
SEN,1972,325.18042
SEN,1973,317.1729
SEN,1974,308.16306
SEN,1975,297.92512
SEN,1976,286.97737
SEN,1977,275.9005
SEN,1978,265.58768
SEN,1979,255.8448
SEN,1980,247.23778
SEN,1981,239.47075
SEN,1982,232.15344
SEN,1983,224.73148
SEN,1984,216.90368
SEN,1985,208.2727
SEN,1986,198.94342
SEN,1987,189.85968
SEN,1988,181.7085
SEN,1989,175.1375
SEN,1990,170.54341
SEN,1991,168.0325
SEN,1992,167.0324
SEN,1993,167.52528
SEN,1994,168.67324
SEN,1995,170.08951
SEN,1996,171.20515
SEN,1997,171.37701
SEN,1998,170.12342
SEN,1999,167.16436
SEN,2000,161.83001
SEN,2001,154.58413
SEN,2002,145.89948
SEN,2003,136.63664
SEN,2004,127.63191
SEN,2005,119.0962
SEN,2006,111.11536
SEN,2007,103.88872
SEN,2008,97.32862
SEN,2009,91.43311
SEN,2010,86.01015
SEN,2011,81.06678
SEN,2012,76.5026
SEN,2013,72.22144
SEN,2014,68.32684
SEN,2015,64.81316
SEN,2016,61.7875
SEN,2017,59.14624
SRB,1984,44.71106
SRB,1985,43.1323
SRB,1986,41.7484
SRB,1987,39.96532
SRB,1988,37.28135
SRB,1989,34.09803
SRB,1990,31.21258
SRB,1991,29.0217
SRB,1992,27.32895
SRB,1993,25.83532
SRB,1994,24.24168
SRB,1995,22.14904
SRB,1996,19.95476
SRB,1997,17.8615
SRB,1998,16.465
SRB,1999,15.667
SRB,2000,14.96976
SRB,2001,14.37217
SRB,2002,13.6747
SRB,2003,12.5788
SRB,2004,11.58157
SRB,2005,10.68398
SRB,2006,10.08572
SRB,2007,9.68704
SRB,2008,9.48736
SRB,2009,9.2883
SRB,2010,9.0886
SRB,2011,8.78964
SRB,2012,8.49006
SRB,2013,8.19103
SRB,2014,7.89142
SRB,2015,7.59181
SRB,2016,7.1928
SRB,2017,6.89316
SYC,1958,112.40725
SYC,1959,110.5215
SYC,1960,108.72556
SYC,1961,106.93
SYC,1962,104.84617
SYC,1963,102.75354
SYC,1964,100.27304
SYC,1965,97.5941
SYC,1966,94.51828
SYC,1967,91.1448
SYC,1968,87.37444
SYC,1969,83.21403
SYC,1970,78.95356
SYC,1971,74.69225
SYC,1972,70.33084
SYC,1973,65.87448
SYC,1974,61.3171
SYC,1975,56.65864
SYC,1976,52.0023
SYC,1977,47.53855
SYC,1978,43.27186
SYC,1979,39.30454
SYC,1980,35.9292
SYC,1981,32.95042
SYC,1982,30.46792
SYC,1983,28.3825
SYC,1984,26.59488
SYC,1985,25.30271
SYC,1986,24.10984
SYC,1987,23.11728
SYC,1988,22.2226
SYC,1989,21.42734
SYC,1990,20.73153
SYC,1991,20.13399
SYC,1992,19.5376
SYC,1993,18.94111
SYC,1994,18.54267
SYC,1995,18.14528
SYC,1996,17.84642
SYC,1997,17.44894
SYC,1998,17.34931
SYC,1999,17.24968
SYC,2000,17.15104
SYC,2001,17.25068
SYC,2002,17.15205
SYC,2003,17.2517
SYC,2004,17.25274
SYC,2005,17.2538
SYC,2006,17.35347
SYC,2007,17.25488
SYC,2008,17.25598
SYC,2009,17.1574
SYC,2010,17.05882
SYC,2011,17.05996
SYC,2012,17.15968
SYC,2013,17.06112
SYC,2014,17.0623
SYC,2015,16.96375
SYC,2016,16.864
SYC,2017,16.56592
SLE,1990,299.50096
SLE,1991,298.42528
SLE,1992,297.1801
SLE,1993,295.64915
SLE,1994,293.66272
SLE,1995,290.9344
SLE,1996,287.55738
SLE,1997,283.1685
SLE,1998,278.22016
SLE,1999,272.69026
SLE,2000,267.07367
SLE,2001,261.06336
SLE,2002,254.676
SLE,2003,247.9872
SLE,2004,241.0129
SLE,2005,233.63776
SLE,2006,225.76391
SLE,2007,217.32356
SLE,2008,208.28105
SLE,2009,198.56482
SLE,2010,188.80608
SLE,2011,178.8253
SLE,2012,169.01056
SLE,2013,159.64393
SLE,2014,150.64264
SLE,2015,142.47718
SLE,2016,135.3502
SLE,2017,129.1795
SGP,1954,88.70185
SGP,1955,82.1091
SGP,1956,76.2084
SGP,1957,70.89016
SGP,1958,65.57176
SGP,1959,60.54064
SGP,1960,55.60804
SGP,1961,51.16274
SGP,1962,47.50768
SGP,1963,44.74024
SGP,1964,42.6664
SGP,1965,40.8865
SGP,1966,39.1057
SGP,1967,37.22455
SGP,1968,35.34244
SGP,1969,33.656
SGP,1970,32.06848
SGP,1971,30.4804
SGP,1972,28.59308
SGP,1973,26.2054
SGP,1974,23.61964
SGP,1975,21.43136
SGP,1976,19.93844
SGP,1977,18.94456
SGP,1978,18.54715
SGP,1979,18.349
SGP,1980,17.95264
SGP,1981,17.15629
SGP,1982,16.1604
SGP,1983,15.26404
SGP,1984,14.36752
SGP,1985,13.57057
SGP,1986,12.97296
SGP,1987,12.2755
SGP,1988,11.57725
SGP,1989,10.77984
SGP,1990,9.98229
SGP,1991,9.08482
SGP,1992,8.38677
SGP,1993,7.7884
SGP,1994,7.18993
SGP,1995,6.791
SGP,1996,6.49184
SGP,1997,6.19264
SGP,1998,5.99296
SGP,1999,5.59385
SGP,2000,5.29454
SGP,2001,4.89532
SGP,2002,4.69558
SGP,2003,4.39616
SGP,2004,4.1964
SGP,2005,3.99681
SGP,2006,3.99681
SGP,2007,3.8971
SGP,2008,3.7972
SGP,2009,3.7972
SGP,2010,3.69748
SGP,2011,3.69748
SGP,2012,3.69748
SGP,2013,3.49784
SGP,2014,3.49784
SGP,2015,3.49784
SGP,2016,3.49804
SGP,2017,3.49804
SVK,1981,24.92656
SVK,1982,23.83376
SVK,1983,22.83862
SVK,1984,21.943
SVK,1985,21.04722
SVK,1986,20.15128
SVK,1987,19.35491
SVK,1988,18.5584
SVK,1989,17.86022
SVK,1990,17.26178
SVK,1991,16.56475
SVK,1992,15.96625
SVK,1993,15.4675
SVK,1994,14.87
SVK,1995,14.3712
SVK,1996,13.8724
SVK,1997,13.2747
SVK,1998,12.87562
SVK,1999,12.37756
SVK,2000,11.97844
SVK,2001,11.48026
SVK,2002,11.18089
SVK,2003,10.7824
SVK,2004,10.483
SVK,2005,10.08442
SVK,2006,9.78499
SVK,2007,9.48614
SVK,2008,9.18668
SVK,2009,8.88776
SVK,2010,8.5888
SVK,2011,8.38912
SVK,2012,8.0901
SVK,2013,7.8904
SVK,2014,7.59132
SVK,2015,7.3916
SVK,2016,7.09246
SVK,2017,6.79328
SVN,1982,20.1456
SVN,1983,19.0517
SVN,1984,18.05592
SVN,1985,17.15968
SVN,1986,16.0649
SVN,1987,15.16825
SVN,1988,14.27144
SVN,1989,13.47336
SVN,1990,12.67608
SVN,1991,11.87866
SVN,1992,11.18089
SVN,1993,10.58215
SVN,1994,9.984
SVN,1995,9.38575
SVN,1996,8.8867
SVN,1997,8.38812
SVN,1998,7.88946
SVN,1999,7.58997
SVN,2000,7.0912
SVN,2001,6.79205
SVN,2002,6.4925
SVN,2003,6.09342
SVN,2004,5.79415
SVN,2005,5.59441
SVN,2006,5.1952
SVN,2007,4.99544
SVN,2008,4.69604
SVN,2009,4.49626
SVN,2010,4.1968
SVN,2011,3.997
SVN,2012,3.79739
SVN,2013,3.59757
SVN,2014,3.39775
SVN,2015,3.19808
SVN,2016,3.09816
SVN,2017,2.89832
SLB,1990,45.22424
SLB,1991,44.0389
SLB,1992,42.85316
SLB,1993,41.66702
SLB,1994,40.57705
SLB,1995,39.48958
SLB,1996,38.59788
SLB,1997,37.9048
SLB,1998,37.2116
SLB,1999,36.51828
SLB,2000,35.92426
SLB,2001,35.42957
SLB,2002,34.9348
SLB,2003,34.63648
SLB,2004,34.3405
SLB,2005,33.84556
SLB,2006,33.44772
SLB,2007,32.85319
SLB,2008,32.15908
SLB,2009,31.268
SLB,2010,30.47407
SLB,2011,29.58048
SLB,2012,28.68673
SLB,2013,27.7947
SLB,2014,26.90056
SLB,2015,26.10583
SLB,2016,25.31096
SLB,2017,24.61554
SOM,1990,209.25958
SOM,1991,205.69432
SOM,1992,202.78665
SOM,1993,201.75238
SOM,1994,201.49047
SOM,1995,201.4078
SOM,1996,201.32513
SOM,1997,201.24246
SOM,1998,201.15979
SOM,1999,201.07712
SOM,2000,200.99445
SOM,2001,200.91178
SOM,2002,200.82911
SOM,2003,200.66377
SOM,2004,200.5811
SOM,2005,200.40172
SOM,2006,199.65598
SOM,2007,197.2099
SOM,2008,193.2395
SOM,2009,188.79283
SOM,2010,183.67372
SOM,2011,177.96385
SOM,2012,172.7308
SOM,2013,167.29489
SOM,2014,162.33724
SOM,2015,157.55576
SOM,2016,152.8651
SOM,2017,147.97264
ZAF,1987,76.07318
ZAF,1988,73.50292
ZAF,1989,71.41689
ZAF,1990,69.63363
ZAF,1991,68.44479
ZAF,1992,68.14258
ZAF,1993,68.63285
ZAF,1994,70.0144
ZAF,1995,72.38064
ZAF,1996,75.53239
ZAF,1997,78.88032
ZAF,1998,82.517
ZAF,1999,86.04572
ZAF,2000,89.27488
ZAF,2001,92.38875
ZAF,2002,95.1044
ZAF,2003,97.02823
ZAF,2004,97.8733
ZAF,2005,97.6484
ZAF,2006,95.36935
ZAF,2007,89.17654
ZAF,2008,83.0908
ZAF,2009,75.4278
ZAF,2010,71.81131
ZAF,2011,63.06
ZAF,2012,58.15364
ZAF,2013,53.83348
ZAF,2014,50.69526
ZAF,2015,48.84133
ZAF,2016,46.3843
ZAF,2017,44.32175
,1990,147.2473
,2000,106.30556
,2010,71.21875
,2015,56.14504
,2017,51.10432
KOR,1963,119.08036
KOR,1964,113.94664
KOR,1965,108.80186
KOR,1966,103.17082
KOR,1967,97.63216
KOR,1968,91.99057
KOR,1969,86.44582
KOR,1970,81.3842
KOR,1971,76.7087
KOR,1972,72.61598
KOR,1973,68.9172
KOR,1974,65.79948
KOR,1975,62.78197
KOR,1976,60.0554
KOR,1977,57.328
KOR,1978,54.4985
KOR,1979,51.47041
KOR,1980,48.2428
KOR,1981,44.90908
KOR,1982,41.5703
KOR,1983,38.2245
KOR,1984,35.07038
KOR,1985,32.00968
KOR,1986,29.14238
KOR,1987,26.5687
KOR,1988,24.2896
KOR,1989,22.30592
KOR,1990,20.6194
KOR,1991,18.93184
KOR,1992,17.54105
KOR,1993,16.15039
KOR,1994,14.95744
KOR,1995,13.8636
KOR,1996,12.76928
KOR,1997,11.8739
KOR,1998,11.07732
KOR,1999,10.28104
KOR,2000,9.6835
KOR,2001,9.18509
KOR,2002,8.58727
KOR,2003,8.08866
KOR,2004,7.58997
KOR,2005,7.0912
KOR,2006,6.6922
KOR,2007,6.19328
KOR,2008,5.79415
KOR,2009,5.59441
KOR,2010,5.29508
KOR,2011,5.0956
KOR,2012,4.89582
KOR,2013,4.6963
KOR,2014,4.49676
KOR,2015,4.39685
KOR,2016,4.19728
KOR,2017,4.09736
SSD,1990,290.69608
SSD,1991,285.0229
SSD,1992,278.8818
SSD,1993,272.53674
SSD,1994,265.35568
SSD,1995,257.77406
SSD,1996,249.9818
SSD,1997,241.51525
SSD,1998,232.0012
SSD,1999,221.9923
SSD,2000,211.66192
SSD,2001,201.00844
SSD,2002,190.88852
SSD,2003,181.029
SSD,2004,171.79625
SSD,2005,162.9281
SSD,2006,154.708
SSD,2007,147.03292
SSD,2008,139.63456
SSD,2009,132.4162
SSD,2010,125.76161
SSD,2011,120.058
SSD,2012,115.99702
SSD,2013,113.96859
SSD,2014,113.38768
SSD,2015,113.29732
SSD,2016,113.29732
SSD,2017,113.20696
ESP,1950,110.42425
ESP,1951,97.22545
ESP,1952,86.9956
ESP,1953,79.18312
ESP,1954,73.80016
ESP,1955,70.17668
ESP,1956,67.13356
ESP,1957,63.78463
ESP,1958,60.03085
ESP,1959,56.07565
ESP,1960,52.11757
ESP,1961,48.5506
ESP,1962,45.4789
ESP,1963,42.80344
ESP,1964,40.621
ESP,1965,38.5402
ESP,1966,36.55788
ESP,1967,34.67148
ESP,1968,32.68233
ESP,1969,30.49135
ESP,1970,28.1032
ESP,1971,26.0116
ESP,1972,24.32005
ESP,1973,23.32395
ESP,1974,22.92704
ESP,1975,23.02822
ESP,1976,23.12944
ESP,1977,22.4335
ESP,1978,21.13805
ESP,1979,19.54621
ESP,1980,18.05232
ESP,1981,16.6589
ESP,1982,15.66388
ESP,1983,14.86706
ESP,1984,14.26958
ESP,1985,13.672
ESP,1986,13.07432
ESP,1987,12.67528
ESP,1988,12.27624
ESP,1989,11.77815
ESP,1990,11.47884
ESP,1991,10.98064
ESP,1992,10.48236
ESP,1993,9.8842
ESP,1994,9.3852
ESP,1995,8.78689
ESP,1996,8.18848
ESP,1997,7.88902
ESP,1998,7.49014
ESP,1999,7.29048
ESP,2000,6.99136
ESP,2001,6.79205
ESP,2002,6.6922
ESP,2003,6.393
ESP,2004,6.19363
ESP,2005,5.99389
ESP,2006,5.6946
ESP,2007,5.59472
ESP,2008,5.29538
ESP,2009,5.0956
ESP,2010,4.7962
ESP,2011,4.6963
ESP,2012,4.49676
ESP,2013,4.39685
ESP,2014,4.19703
ESP,2015,3.99744
ESP,2016,3.89752
ESP,2017,3.89752
LKA,1964,114.8296
LKA,1965,110.1079
LKA,1966,105.84919
LKA,1967,101.9644
LKA,1968,98.55334
LKA,1969,95.52124
LKA,1970,92.77241
LKA,1971,90.30328
LKA,1972,87.9239
LKA,1973,85.34015
LKA,1974,82.65448
LKA,1975,79.75833
LKA,1976,76.55776
LKA,1977,72.95823
LKA,1978,69.15592
LKA,1979,65.24072
LKA,1980,60.92886
LKA,1981,56.60352
LKA,1982,51.97925
LKA,1983,47.14764
LKA,1984,42.50588
LKA,1985,38.15457
LKA,1986,34.29556
LKA,1987,31.22576
LKA,1988,29.147
LKA,1989,28.05744
LKA,1990,27.46581
LKA,1991,27.1722
LKA,1992,26.87859
LKA,1993,26.48395
LKA,1994,25.79082
LKA,1995,24.998
LKA,1996,24.30157
LKA,1997,23.507
LKA,1998,22.71229
LKA,1999,21.71963
LKA,2000,20.92575
LKA,2001,20.2312
LKA,2002,19.63604
LKA,2003,19.04072
LKA,2004,34.83064
LKA,2005,17.94709
LKA,2006,17.15005
LKA,2007,16.55136
LKA,2008,16.15203
LKA,2009,15.8524
LKA,2010,15.45476
LKA,2011,14.85856
LKA,2012,14.16328
LKA,2013,13.3688
LKA,2014,12.673
LKA,2015,11.97625
LKA,2016,11.37907
LKA,2017,10.88152
,1990,213.6078
,2000,180.52771
,2010,120.86002
,2015,98.57782
,2017,91.67875
SDN,1968,191.24716
SDN,1969,189.40826
SDN,1970,187.6872
SDN,1971,186.31422
SDN,1972,184.85554
SDN,1973,183.5767
SDN,1974,182.20045
SDN,1975,180.715
SDN,1976,179.24
SDN,1977,177.8374
SDN,1978,176.36014
SDN,1979,175.0523
SDN,1980,173.65825
SDN,1981,172.4455
SDN,1982,171.23203
SDN,1983,170.10352
SDN,1984,168.86648
SDN,1985,167.34928
SDN,1986,165.63742
SDN,1987,163.73072
SDN,1988,161.629
SDN,1989,159.33208
SDN,1990,156.94705
SDN,1991,154.56034
SDN,1992,151.89036
SDN,1993,149.21808
SDN,1994,146.26121
SDN,1995,143.21332
SDN,1996,139.87882
SDN,1997,136.4425
SDN,1998,132.6288
SDN,1999,128.6137
SDN,2000,124.31536
SDN,2001,120.0091
SDN,2002,115.59686
SDN,2003,111.27464
SDN,2004,107.23193
SDN,2005,103.3792
SDN,2006,99.8085
SDN,2007,96.5143
SDN,2008,93.41326
SDN,2009,90.50586
SDN,2010,87.8784
SDN,2011,85.34728
SDN,2012,82.91268
SDN,2013,80.5687
SDN,2014,78.22282
SDN,2015,75.86926
SDN,2016,73.6132
SDN,2017,71.35016
SUR,1990,54.4654
